"Mon-Yr","CA","Alameda","Amador","Butte","Calaveras","Contra-Costa","Del Norte","El Dorado","Fresno","Glenn","Humboldt","Imperial","Kern","Kings","Lake","Lassen","Los Angeles","Madera","Marin","Mariposa","Mendocino","Merced","Mono","Monterey","Napa","Nevada","Orange","Placer","Plumas","Riverside","Sacramento","San Benito","San Bernardino","San Diego","San Francisco","San Joaquin","San Luis Obispo","San Mateo","Santa Barbara","Santa Clara","Santa Cruz","Shasta","Siskiyou","Solano","Sonoma","Stanislaus","Sutter","Tehama","Trinity","Tulare","Tuolumne","Ventura","Yolo","Yuba","...56","Condo","LA Metro","Central Coast","Central Valley","Far North","Inland Empire","S.F. Bay Area","SoCal"
1999-07-01,220529,313182,"NA",125237.833333333,"NA","NA","NA","NA",100642.169724771,"NA",130332.816666667,"NA",93103,"NA","110999.45","NA",206164.617215926,"NA",544753,"NA","157499.125",111666.083333333,"NA",329000,3e+05,"NA",279442.381962865,200632.898734177,"NA",148391.782042705,131367,"268332.96666666667",120712.827895161,233595,410145,"137187",210886.879032258,"500000",273552.397834502,409000,"353000","113589.06410256411","106249.6875","160892.8125",256183,"121770","NA","NA","NA","NA","NA",268309,"NA","NA",NA,169170,198278.740508954,"330000","NA","NA","135548.07311902361",363406.193812233,"245000"
1999-08-01,224195,313481,"NA",120645.129032258,"NA","NA","NA","NA",99238.2065217391,"NA",121304.282608696,"NA",89761,"NA","117057.9705882353","NA",205611.051042879,"NA",545454,"NA","161999.9",99443.5,"NA",288000,248483.878787879,"NA",283227.183544304,193999.3,"NA",144127.701220402,133231,"253124.9375",118066.075048279,243508,398112,"137423",228408.522727273,"479900",227250.427235211,415000,"366950","113957.63541666667","127142.5","161285.65",259091,"123936","NA","NA","NA","NA","NA",275403,"NA","NA",NA,169980,198462.920930047,"327000","NA","NA","133751.83676848674",359376.808224443,"249000"
1999-09-01,218713,285163,"NA",123809.333333333,"NA","NA","NA","NA",99544.5,"NA",131363.068181818,"NA",88499,"NA","112499.375","NA",220873.292114671,"NA",491509,"NA","137999.1",101818.090909091,"NA",314500,269230.384615385,"NA",280881.735294118,193408.420454545,"NA",146454.69728609,135975,"270312.09375",120002.652876807,238531,396874,"132571",217552.840425532,"460000",337509.608598025,411500,"376000","114116.94117647059","108749.5625","160937.453125",260277,"122564","NA","NA","NA","NA","NA",258125,"NA","NA",NA,170300,195942.084737185,"340250","NA","NA","136536.00812964345",352872.142080745,"245000"
1999-10-01,215822,312879,"NA",133870.274193548,"NA","NA","NA","NA",97142.1428571429,"NA",120499.975,"NA",81500,"NA","110666.13333333333","NA",191883.635818747,"NA",544520,"NA","149999.5",112499.375,"NA",337000,259999.8,"NA",276405.721875,197036.185185185,"NA",142367.948577977,131481,"277380.40476190473",115787.548180088,234933,387984,"139031",235554.844444444,"479000",296927.305189757,395000,"346625","117776.88888888889","106666.33333333333","163461.36538461538",255000,"117864","NA","NA","NA","NA","NA",264695,"NA","NA",NA,163690,191549.028922355,"329000","NA","NA","129691.01030453718",358007.388047809,"240000"
1999-11-01,218537,302842,"NA",127332.966666667,"NA","NA","NA","NA",1e+05,"NA",131999.4,"NA",87618,"NA","113332.66666666667","NA",188348.313110948,"NA",531780,"NA","162499.875",102727.136363636,"NA",320000,281817.545454545,"NA",284027.097222222,201811.557971014,"NA",146714.793613406,134438,"273999.52",115724.058378,236538,426530,"144286",219317.795454545,"463500",347129.117618922,416450,"350000","112940.5294117647","100000","167817.79090909092",265882,"125312","NA","NA","NA","NA","NA",253883,"NA","NA",NA,171440,195467.395377354,"338000","NA","NA","132032.77069321962",354235.614298373,"249000"
1999-12-01,225264,292804,"NA",126071.125,"NA","NA","NA","NA",100735.257352941,"NA",124761.666666667,"NA",81818,"NA","112307.07692307692","NA",197781.498339436,"NA",571428,"NA","142857",112499.375,"NA",278000,289999.2,"NA",284859.551242236,209615.192307692,"NA",136326.426002719,132652,"270454.13636363635",113923.064949944,238765,434091,"137842",217307.346153846,"488000",341300.931796259,425000,"375000","110322.06451612903","100000","162452.70754716982",262353,"122463","NA","NA","NA","NA","NA",266193,"NA","NA",NA,170250,189285.557139592,"329000","NA","NA","126939.57706664958",357885.327181208,"243750"
2000-01-01,226870,323795,"NA",120000,"NA","NA","NA","NA",104999.75,"NA",112380.333333333,"NA",94565,"NA","94999.5","NA",200054.814052129,"NA",595588,"NA","152499.375",98888,"NA",320000,270832.916666667,"NA",290673.78968254,197726.386363636,"NA",147297.544397089,132317,"335713.92857142858",117881.304194731,251212,420213,"139729",232499.35,"534500",395214.791460182,435000,"370000","112307.07692307692","104999.75","167560.59756097561",270652,"116140","NA","NA","NA","NA","NA",273958,"NA","NA",NA,173280,196183.409205043,"340000","NA","NA","132471.27776276006",377046.013157895,"225000"
2000-02-01,227155,327747,"NA",113076.269230769,"NA","NA","NA","NA",91874.8125,"NA",127199.64,"NA",83125,"NA","136665.83333333334","NA",194813.514362281,"NA",645220,"NA","141999.9",106249.6875,"NA",355000,269999.6,"NA",297649.422932331,199284.75,"NA",152576.846781787,129354,"300000",108999.555254336,245914,458999,"147179",239284.928571429,"533000",373958.899904582,463250,"415000","116450.79032258065","133332.66666666666","171332.76666666666",279591,"121000","NA","NA","NA","NA","NA",270723,"NA","NA",NA,173780,203045.23797961,"378000","NA","NA","133577.03165777336",388191.730211082,"226000"
2000-03-01,233138,348034,"NA",129654.689655172,"NA","NA","NA","NA",95945.3513513513,"NA",124642.625,"NA",93600,"NA","117691.42307692308","NA",190354.061890209,"NA",644480,"NA","166999.65",104166.458333333,"NA",363750,297057.882352941,"NA",302709.763111888,215947.956896552,"NA",146922.078653067,135284,"294696.07575757575",113346.11592317,256985,482786,"147058",246077.509803922,"624444",348121.68548928,522000,"437000","116249.1875","100000","184418.38372093023",284473,"122250","NA","NA","NA","NA","NA",287029,"NA","NA",NA,176500,208919.826763129,"380700","NA","NA","132415.96005711978",422563.192256342,"231500"
2000-04-01,237057,371064,"NA",124399.78,"NA","NA","NA","NA",101142.8,"NA",122999.85,"NA",88928,"NA","118887.94444444444","NA",197372.009925092,"NA",634656,"NA","181999.9",98999.1,"NA",375000,284374.3125,"NA",317235.016157989,228076.361538462,"NA",144393.524039826,138234,"315384.46153846156",117488.068381429,260625,538732,"156326",257142.714285714,"650000",307144.393225046,555444,"425000","117142","108571","180545.42727272728",292696,"124800","NA","NA","NA","NA","NA",304819,"NA","NA",NA,182680,214817.238639529,"379750","NA","NA","133344.26952831613",445102.997241379,"235000"
2000-05-01,240467,369383,"NA",130666.133333333,"NA","NA","NA","NA",103780.298780488,"NA",129199.54,"NA",76533,"NA","117691.42307692308","NA",184575.694495058,"NA",675403,"NA","152499.375",96666,"NA",340000,317741.758064516,"NA",324187.792307692,224450.06043956,"NA",158249.024248302,142407,"359999.4",115625.956821489,276651,549157,"151922",240177.767857143,"650000",333899.786911263,528000,"462500","113054.90277777778","91249.875","191128.47580645161",318981,"129638","NA","NA","NA","NA","NA",288775,"NA","NA",NA,183710,212702.558042139,"400000","NA","NA","138992.07300833709",444899.902696366,"234500"
2000-06-01,243102,391288,"NA",133332.666666667,"NA","NA","NA","NA",105624.71875,"NA",121428.5,"NA",88461,"NA","121052.57894736843","NA",218166.228006546,"NA",638297,"NA","173999.3",107499.625,"NA",330000,297221.277777778,"NA",323648.412162162,219932.033783784,"NA",154360.404572154,145424,"348570.94285714289",118078.442058746,271920,576823,"157803",249656.54109589,"575000",329346.487342981,540000,"420000","123437.328125","109999.5","195150.75757575757",338194,"133129","NA","NA","NA","NA","NA",322514,"NA","NA",NA,186390,222597.525324065,"365000","NA","NA","139775.86075160484",450784.832460733,"245000"
2000-07-01,242097,372433,"NA",140952.333333333,"NA","NA","NA","NA",98584.0471698113,"NA",133570.75,"NA",93414,"NA","124999.75","NA",224681.338538618,"NA",647727,"NA","171666.08333333334",113076.269230769,"NA",350000,298332.366666667,"NA",318267.040709812,219256.371621622,"NA",155635.648953674,149116,"336110.75",117820.5237398,271755,489024,"163000",252325.534883721,"595000",261261.025937788,545000,"475500","118332.41666666666","98332.5","196490.40350877194",318333,"134361","NA","NA","NA","NA","NA",297540,"NA","NA",NA,186480,217131.409512241,"390250","NA","NA","138741.46426627942",442082.40499391,"235000"
2000-08-01,254686,359120,"NA",138332.416666667,"NA","NA","NA","NA",111133.463917526,"NA",136427.75,"NA",92894,"NA","128181.40909090909","NA",233350.659099636,"NA",632978,"NA","165714",113999.3,"NA",309000,295832.416666667,"NA",324695.405217391,227221.677777778,"NA",162583.711833699,149339,"373808.78571428574",121522.361012392,276982,523196,"158607",269607.450980392,"602000",333442.381401558,520000,"454500","125714","96666","203305.71900826445",328214,"140602","NA","NA","NA","NA","NA",297395,"NA","NA",NA,195630,223884.944722462,"359750","NA","NA","142146.68652708575",440086.639748549,"250000"
2000-09-01,246533,361250,"NA",136537.634615385,"NA","NA","NA","NA",108168.605633803,"NA",132916.020833333,"NA",94242,"NA","140000","NA",245859.93878118,"NA",626811,"NA","177499.125",110832.791666667,"NA",324000,334090.568181818,"NA",326737.184362934,223275.396551724,"NA",163774.32897551,149967,"344999.55",124740.791986847,268363,479729,"171922",279786.638297872,"586000",252066.041390613,5e+05,"466500","116729.93269230769","116665.83333333334","202083.29166666666",344444,"137078","NA","NA","NA","NA","NA",297088,"NA","NA",NA,195310,219172.719372966,"390000","NA","NA","145214.45630020046",431832.142408377,"240000"
2000-10-01,251217,393343,"NA",148181.409090909,"NA","NA","NA","NA",118643.13559322,"NA",136450.790322581,"NA",93571,"NA","123571.25","NA",216144.603940894,"NA",638157,"NA","184999.75",125262.894736842,"NA",382000,314814.666666667,"NA",321810.481481481,231848.678082192,"NA",162780.214843103,149878,"379165.875",127600.016267725,279058,513095,"168792",279166.083333333,"620000",249285.773491444,526950,"457000","124374.78125","111999.4","208863.45909090911",334252,"138782","NA","NA","NA","NA","NA",303395,"NA","NA",NA,198660,216527.490676137,"402500","NA","NA","145134.94208728883",447458.875,"239900"
2000-11-01,250662,406364,"NA",136249.1875,"NA","NA","NA","NA",104531.0234375,"NA",139165.708333333,"NA",88139,"NA","131052.07894736843","NA",213118.972858502,"NA",660156,"NA","147499.625",109999.5,"NA",340000,322916.4375,"NA",316773.336538462,237856.385714286,"NA",170758.154487672,152972,"355555",121206.291207188,280492,558219,"184047",265555.244444444,"585000",420560.657622531,548250,"450000","123636.18181818182","147999.6","208219.01369863015",347345,"141549","NA","NA","NA","NA","NA",293370,"NA","NA",NA,197710,219776.014143856,"397000","NA","NA","145253.40617140784",464236.259681093,"241500"
2000-12-01,248354,410952,"NA",148094.833333333,"NA","NA","NA","NA",106202.221518987,"NA",133635.681818182,"NA",90694,"NA","134999.25","NA",221339.913446888,"NA",658653,"NA","167499.625",121666.583333333,"NA",366500,3e+05,"NA",322046.193037975,235832.616666667,"NA",162606.595661927,149827,"365713.62857142859",118964.50196022,278906,551948,"172727",268381.985294118,"625000",298638.688620088,535000,"477000","121428.5","120000","208853.98958333334",335416,"146718","NA","NA","NA","NA","NA",298450,"NA","NA",NA,190240,214422.041957286,"415000","NA","NA","141016.96885577062",452395.849093264,"231500"
2001-01-01,244112,391303,"NA",142222.111111111,"188571","NA","NA","NA",101199.94,"NA",137332.466666667,"NA",85952,"NA","114443.72222222222","NA",213795.574785499,"NA",662878,"NA","180000",123749.8125,"NA",352000,335293.764705882,"229166.08333333334",326470.323529412,241802.442622951,"NA",155660.241334504,152052,"365516.58620689658",113862.799811002,282176,564453,"185135",280624.3875,"649950",379052.076036561,574000,"467880","122285.6","92499.75","211956.28260869565",339473,"140968","NA","NA","NA","NA","NA",289285,"NA","NA",NA,197920,214430.744585401,"397600","NA","NA","134285.72444152847",453991.476047904,"233050"
2001-02-01,241693,400962,"NA",142307.576923077,"197499.125","NA","NA","NA",102908.945454545,"NA",139089.954545455,"NA",96499,"NA","137142","NA",213683.720447905,"NA",668749,"NA","154999.25",131999.4,"NA",358950,301923.057692308,"220237.69047619047",328903.820547945,241665.833333333,"NA",161845.598145643,163600,"377499.22499999998",118118.325855396,285922,573529,"187575",294374.1125,"671000",360603.347841005,552000,"480000","122499.875","109999.5","223287.20547945204",375268,"149677","NA","NA","NA","NA","NA",289499,"NA","NA",NA,198470,221302.894564451,"410000","NA","NA","141638.51821497534",466938.106122449,"238000"
2001-03-01,257548,421542,"NA",149166.208333333,"176665.83333333334","NA","NA","NA",112257.451612903,"NA",134499.275,"NA",95238,"NA","132499.375","NA",216503.650578241,"NA",662499,"NA","175999.2",122142.75,"NA",335000,314999.85,"238888.11111111112",346729.995215311,255384.507692308,"NA",164951.074346571,166875,"361764.0882352941",127226.027323869,285534,581395,"189354",286922.338461538,"612500",357942.732670666,565000,"499000","132618.41666666666","92499.75","229278.6936936937",361654,"155692","NA","NA","NA","NA","NA",299050,"NA","NA",NA,207620,230830.786505531,"400000","NA","NA","145361.56610503164",473912.304347826,"257000"
2001-04-01,255310,426373,"NA",141578.868421053,"183333.16666666666","NA","NA","NA",117499.125,"NA",142857,"NA",101875,"NA","140000","NA",213627.767617578,"NA",726851,"NA","197499.125",127142.5,"NA",340000,325999.74,"262499.75",348413.539232053,263020.572916667,"NA",171052.356978234,172235,"367390.63043478259",127434.001585674,300938,593160,"197948",278377.810810811,"595000",384062.00472986,525500,"530000","131332.76666666666","98332.5","240089.28828828828",347014,"154999","NA","NA","NA","NA","NA",300641,"NA","NA",NA,198620,229638.285521158,"402500","NA","NA","152497.6824083743",463206.91509434,"251000"
2001-05-01,255857,394444,"NA",149599.52,"187499.625","NA","NA","NA",116978.317708333,"NA",135277.013888889,"NA",99305,"NA","147691.92307692306","NA",212273.529135945,"NA",671874,"NA","204999.9",121428.5,"NA",352500,355262.605263158,"242423.39393939395",355042.677233429,243180.954545455,"NA",179846.593233594,172235,"379410.9705882353",130446.431488826,293312,557243,"186666",274999.5,"589000",300760.797070453,532000,"505000","134892.87234042553","140000","235687.6920289855",361458,"160000","NA","NA","NA","NA","NA",317677,"NA","NA",NA,204050,234764.661590638,"435000","NA","NA","158168.73743939298",461368.733040201,"259000"
2001-06-01,267412,405389,"NA",153635.681818182,"187999.6","NA","NA","NA",117639.56741573,"NA",140454.522727273,"NA",99599,"NA","138665.73333333334","NA",244664.430104791,"NA",685810,"NA","252272.68181818182",141999.9,"NA",340000,329031.967741936,"266176.14705882355",355251.548319328,257421.7265625,"NA",184445.924714223,179270,"355262.60526315792",133956.423362213,301185,555435,"196481",299527.311320755,"584500",346394.710536662,547500,"473500","131399.43","129999.5","240583.60389610389",362654,"165294","NA","NA","NA","NA","NA",323770,"NA","NA",NA,205710,243526.231450398,"384500","NA","NA","162103.11454957255",473138.803488372,"269900"
2001-07-01,267517,404872,"NA",154374.28125,"252499.95","NA","NA","NA",126752.909090909,"NA",151332.766666667,"NA",102763,"NA","135832.54166666666","NA",252019.961521935,"NA",687499,"NA","233332.66666666666",131428,"NA",375000,304761.857142857,"256249.875",359109.882352941,243975.024096386,"NA",178279.425573262,177017,"365383.96153846156",134592.975431231,308696,556930,"188571",298436.53125,"591000",441565.802916671,525000,"522500","135453.77272727274","124999.75","244159.70072992702",366399,"167470","NA","NA","NA","NA","NA",338554,"NA","NA",NA,205880,243692.796030209,"449000","NA","NA","159341.2628231351",468330.758229285,"270875"
2001-08-01,282421,408836,"NA",153102.793103448,"184999.75","NA","NA","NA",122715.913580247,"NA",142083.229166667,"NA",110515,"NA","151666.08333333334","NA",254947.105003749,"NA",682064,"NA","213888.61111111112",139229.807692308,"NA",350000,342646.632352941,"263970.3088235294",367694.537153652,270832.916666667,"NA",181035.389622056,177911,"349999.5",132460.869294255,313389,536765,"199244",284820.732142857,"575000",417598.579350954,510000,"472500","132406.78703703702","125555.27777777778","245128.96753246753",351874,"163708","NA","NA","NA","NA","NA",343049,"NA","NA",NA,202720,245718.388558812,"399000","NA","NA","160652.42664151522",462572.759784736,"276000"
2001-09-01,275624,385210,"NA",158635.431818182,"175999.2","NA","NA","NA",129866.173333333,"NA",145714,"NA",101884,"NA","134999.25","NA",276206.126939656,"NA",672101,"NA","182499.875",132940.529411765,"NA",380000,384090.068181818,"262837.58108108107",356230.440729483,260184.981481481,"NA",195096.932802853,174398,"388094.35714285716",131103.659947598,314646,519578,"190399",302419.330645161,"571000",302479.299255514,5e+05,"470000","135150.75757575757","100000","244564.32608695651",356164,"169833","NA","NA","NA","NA","NA",343662,"NA","NA",NA,207350,249426.985852882,"425000","NA","NA","166653.34109235916",449405.054161162,"272500"
2001-10-01,263020,388753,"NA",149374.53125,"196665.83333333334","NA","NA","NA",124626.634328358,"NA",145714,"NA",105901,"NA","138887.94444444444","NA",244995.147337712,"NA",639344,"NA","227082.79166666666",138822.588235294,"NA",345000,324999.75,"239422.28846153847",356687.850734095,255208.229166667,"NA",178825.196764501,175513,"369999.3",133784.8247906,294246,515060,"194249",295832.416666667,"582000",317977.744572128,480000,"475000","134826.8448275862","132307.07692307694","237194.37804878049",356818,"170123","NA","NA","NA","NA","NA",329444,"NA","NA",NA,204330,237772.964858727,"390000","NA","NA","157460.97111728531",441176.058823529,"260000"
2001-11-01,270210,389887,"NA",154799.26,"188571","NA","NA","NA",130689.120689655,"NA",154544.727272727,"NA",101786,"NA","147777.38888888888","NA",239008.315969559,"NA",648333,"NA","169999.5",149374.53125,"NA",350000,371427.857142857,"257894.57894736843",356335.053082192,262221.977777778,"NA",187219.80827971,177342,"358695.0652173913",138922.315143048,298057,550324,"200806",309574.372340426,"569500",310679.864274359,498800,"490000","136570.6","129999.5","233513.82246376813",355468,"164545","NA","NA","NA","NA","NA",341562,"NA","NA",NA,206410,243376.320729917,"399000","NA","NA","162736.48619286681",452262.851851852,"269000"
2001-12-01,281332,394957,"NA",152630.947368421,"187999.6","NA","NA","NA",128629.705479452,"NA",141874.90625,"NA",105438,"NA","132999.35","NA",255190.601664423,"NA",665254,"NA","197999.1",117856.25,"NA",350000,337930.655172414,"255882.23529411765",360835.569112628,259913.594827586,"NA",183626.667632292,178283,"342104.84210526315",137889.451614431,311835,536765,"200943",305813.895348837,"574950",336700.101649809,495000,"470000","140499.97500000001","123333.16666666667","243180.95454545453",349248,"165652","NA","NA","NA","NA","NA",317836,"NA","NA",NA,214100,244760.660761169,"399000","NA","NA","162243.96863395968",452474.094543147,"274000"
2002-01-01,287076,390576,"NA",158332.416666667,"203571.35714285713","NA","NA","NA",128888.444444444,"NA",157142,"NA",107391,"NA","145999.70000000001","NA",258972.478551001,"NA",643616,"NA","200000",137499.125,"NA",365000,343749.5625,"264285.42857142858",362007.253937008,258749.825,"NA",179024.463716583,179385,"355555",136575.787438758,304155,487499,"198787",326999.73,"570000",366906.317283781,493500,"475000","142499.875","133332.66666666666","239822.21238938053",353461,"168181","NA","NA","NA","94999.5","NA",329341,"NA","NA",NA,220230,250361.845288761,"410000","NA","NA","156653.92497130006",449051.642180095,"274950"
2002-02-01,294865,405181,"NA",163684.026315789,"193332.66666666666","NA","NA","NA",134037.759615385,"NA",147999.6,"NA",103962,"NA","148749.5625","NA",251811.065378107,"NA",625000,"NA","208333.16666666666",146922.730769231,"NA",4e+05,335713.928571429,"269444.05555555556",369821.308252427,271874.5625,"NA",184714.762018609,182840,"356666.1",131963.314264944,326731,503623,"207792",3e+05,"575000",430264.693263525,520000,"484050","138180.90909090909","133332.66666666666","241665.83333333334",365957,"174848","NA","NA","NA","98332.5","NA",337368,"NA","NA",NA,224840,265587.337476327,"439000","NA","NA","163256.46923278648",464168.928571429,"290000"
2002-03-01,305838,403448,"NA",174090.204545455,"192856.5","NA","NA","NA",131817.590909091,"NA",147368.052631579,"NA",112711,"NA","144285.5","NA",253609.021620382,"NA",704545,"NA","232142.21428571429",143749.8125,"NA",366000,351019.897959184,"257142.71428571429",379277.935819071,266790.708955224,"NA",192421.968787812,187196,"368332.65",134867.680884849,338414,593160,"206308",327205.610294118,"612500",417020.10879254,535000,"497000","143571.25","122499.875","250925.90740740742",367942,"177113","NA","NA","NA","108499.575","NA",336345,"NA","NA",NA,235470,271657.141966354,"423000","NA","NA","166279.93865903461",485311.018108652,"297500"
2002-04-01,317121,455749,"NA",165789.184210526,"197999.1","NA","NA","NA",127272.363636364,"NA",155554.777777778,"NA",106913,"NA","160000","NA",260195.355236279,"NA",754167,"NA","207142.71428571429",143999.8,"NA",358550,365999.34,"273213.82142857142",392999.07,267187.15625,"NA",196304.359216171,195953,"362499.375",137938.943578286,345537,579724,"211250",320224.516853933,"641000",532908.822412514,550000,"491000","160967.69354838709","109999.5","260271.11240310076",376157,"177529","NA","NA","NA","109999.5","NA",355075,"NA","NA",NA,238450,279518.546282275,"399000","NA","NA","164779.35835699757",499834.527960526,"310000"
2002-05-01,319591,447773,"NA",171904.166666667,"194285","NA","NA","NA",134443.722222222,"NA",161538.384615385,"NA",115256,"NA","157776.88888888888","NA",251711.653813883,"NA",730931,"NA","262499.75",153076.269230769,"NA",367500,389188.297297297,"277082.79166666669",409176.580617496,287375.49009901,"NA",200085.829769972,206486,"384999.15",141827.98391769,370312,635551,"225173",334809.778481013,"645000",352356.39210625,578750,"532000","151999.4","123333.16666666667","267835.00914634147",379019,"182551","NA","NA","NA","116665.83333333334","NA",364040,"NA","NA",NA,241190,279796.76936335,"440000","NA","NA","175096.74545700676",509242.920774648,"314900"
2002-06-01,324638,471222,"NA",176362.818181818,"219117.26470588235","NA","NA","NA",148946.921052632,"NA",174614.653846154,"NA",116295,"NA","193999.3","NA",286325.720684978,"NA",722876,"NA","198887.94444444444",157856.25,"NA",4e+05,424193.306451613,"289842.953125",428608.409565217,292591.740740741,"NA",208196.781821964,216613,"372618.32142857142",144109.234559593,368654,620967,"232024",348700.811688312,"629000",409164.935510045,575000,"520000","156763.86764705883","135713.5","273046.4140625",389062,"189876","NA","NA","NA","115713.5","NA",361697,"NA","NA",NA,242170,286487.087938452,"439000","NA","NA","181932.27636278037",525162.717584369,"325500"
2002-07-01,321903,464999,"NA",185789.184210526,"228124.4375","NA","NA","NA",145671.358208955,"NA",177499.125,"NA",117030,"NA","166153.53846153847","NA",291245.30242241,"NA",744844,"NA","217499.65",157057.970588235,"NA",366500,386955.652173913,"293420.18421052629",430238.668198529,289150.160377358,"NA",211338.500211393,214482,"369766.74418604653",148944.754169036,376251,614436,"227007",335937.140625,"635000",420045.730928045,560000,"535000","147856.75","134999.25","276049.89915966388",389582,"191910","NA","NA","NA","119374.03125","NA",395708,"NA","NA",NA,248890,285087.38428481,"437500","NA","NA","182452.80239649588",505598.239639037,"319000"
2002-08-01,334273,460958,"NA",187777.388888889,"235713.57142857142","NA","NA","NA",150166.158333333,"NA",169999.5,"NA",127143,"NA","163076.76923076922","NA",304917.621126446,"NA",730669,"NA","252777.72222222222",154116.941176471,"NA",395000,388774.62244898,"287142.11428571428",432768.033898305,307727.195454545,"NA",211281.548471589,221107,"369116.95588235295",145979.931293528,378834,594890,"232993",364285.071428571,"655000",448660.488667558,540000,"539500","151859.87209302327","152856.5","277320.88214285712",392561,"193764","NA","NA","NA","123420.88157894737","NA",388693,"NA","NA",NA,231710,287502.846641673,"429000","NA","NA","181284.81971118264",497041.014312977,"318000"
2002-09-01,322452,459832,"NA",185714,"229999.4","NA","NA","NA",151384.046153846,"NA",180869.52173913,"NA",125082,"NA","193749.3125","NA",325417.500467406,"NA",728895,"NA","252272.68181818182",171110.555555556,"NA",398000,393901.5,"301724.12068965519",428988.474157303,292581.565934066,"NA",213327.938487426,225553,"385713.42857142858",154986.463450557,383075,597098,"235083",369642.160714286,"637500",350648.830954153,550000,"532000","160399.98000000001","142857","287930.27586206899",386538,"196351","NA","NA","NA","114499.27499999999","NA",393442,"NA","NA",NA,248790,288542.872995892,"447500","NA","NA","188057.20413979099",496431.651755379,"321000"
2002-10-01,324672,452391,"NA",182105.157894737,"239061.71875","NA","NA","NA",158626.519607843,"NA",181111.055555556,"NA",128026,"NA","170624.46875","NA",294631.300325161,"NA",730654,"NA","240624.1875",169999.5,"NA",382500,395237.142857143,"289814.01851851854",429022.698275862,294185.162790698,"NA",212533.622936589,223006,"377940.3970588235",154136.076024008,378293,610294,"234601",348683.723684211,"600000",459291.161201865,535000,"520000","170249.48749999999","135999.20000000001","288533.06390977441",381531,"195463","NA","NA","NA","118570.5","NA",391122,"NA","NA",NA,248470,290184.241252423,"437500","NA","NA","184003.78835067319",497133.11258956,"321450"
2002-11-01,328440,450990,"NA",192666.033333333,"233332.66666666666","NA","NA","NA",156228.696721311,"NA",183076.769230769,"NA",131666,"NA","181999.9","NA",288319.496244487,"NA",743242,"NA","260416.45833333334",177999.1,"NA",375000,398716.961538462,"328571.14285714284",427126.165517241,308163.183673469,"NA",225378.161499705,225000,"378124.21875",157277.785443432,378036,616228,"229094",358552.046052632,"615000",378370.457029759,530000,"510000","169599.52","131666.08333333334","284878.33467741933",381614,"198461","NA","NA","NA","116128.22580645161","NA",387349,"NA","NA",NA,256060,292583.760241301,"429000","NA","NA","188904.26519856817",490500.26048951,"319900"
2002-12-01,338836,453079,"NA",2e+05,"233927.89285714287","NA","NA","NA",150525.789473684,"NA",182272.613636364,"NA",130517,"NA","186153.53846153847","NA",307489.030940474,"NA",668631,"NA","246874.0625",167856.75,"NA",365000,401923.057692308,"343181.38636363635",428312.969879518,297618.095238095,"NA",218656.899957548,226899,"397499.02500000002",153867.831880423,381440,588235,"233147",363558.686440678,"597000",372586.576792119,532750,"518250","165768.94230769231","131666.08333333334","287294.33606557379",382376,"202419","NA","NA","NA","112580.01612903226","NA",400407,"NA","NA",NA,253560,293909.842815975,"415000","NA","NA","185622.87213078749",489502.385192127,"324000"
2003-01-03,336212,441025,"NA",186922.730769231,"226922.53846153847","NA","NA","NA",158540.739583333,"NA",183571.25,"NA",126379,"NA","172856.5","NA",302860.867314444,"NA",679824,"185000","246874.0625",186666.333333333,"NA",409000,462499.375,"329999.7",442753.195652174,296773.258064516,"NA",214920.650197628,227403,"393749.0625",160694.219461645,385848,596649,"232568",371874.28125,"597500",403849.666823486,510000,"512000","171480.90740740742","153332.66666666666","279064.4593495935",394656,"202381","NA","NA","NA","118845.21153846153","229166.08333333334",403043,"NA","NA",NA,254400,297527.885387549,"435000","NA","NA","185248.8881587924",481996.635496183,"270000"
2003-02-03,326645,439080,"NA",189090.454545455,"227272.18181818182","NA","NA","NA",158165.758333333,"NA",181538.384615385,"NA",129555,"NA","157999.1","NA",291927.914614498,"NA",704860,"140000","309090.81818181818",178887.944444444,"NA",369900,410714.178571429,"279999.40000000002",447885.093283582,289178.320895522,"NA",225289.069498069,228820,"379031.46774193551",154696.46336965,385167,613013,"231122",364582.6875,"620750",455670.595711738,535000,"525000","176537.63461538462","149999.5","291413.31313131313",392085,"203571","NA","NA","NA","118799.06","214583.04166666666",397058,"NA","NA",NA,262770,306346.161215291,"430000","NA","NA","188547.82263821832",485224.766375546,"280000"
2003-03-03,351130,471632,"NA",216428.242857143,"250000","NA","NA","NA",166301.054794521,"NA",189582.854166667,"NA",137212,"NA","184444.22222222222","NA",290523.333100964,"NA",716953,"183333","272221.77777777775",175332.566666667,"NA",396500,440384.211538462,"306666.59999999998",448596.005263158,299241.439393939,"NA",236697.983974359,233451,"371738.41304347827",159384.710619303,394491,613189,"232542",367762.480263158,"631000",489304.128103387,544500,"522500","180277.76388888888","169999.5","297766.90178571432",394750,"200221","NA","NA","NA","124687.265625","219444.05555555556",412000,"NA","NA",NA,265220,318575.263928561,"425000","NA","NA","197924.84910737158",510135.094594595,"295000"
